article_id,PMID,Id_review_ROBIS,RoB_ROBIS,AMSTAR_consensus,AMSTAR_levels,amstar_robis,Flesch_Kincaid_Reading_Ease_Level,Gunning_Fog_Index,Coleman_Liau_Index,SMOG_Index,Automated_Readability_Index,Average_Grade_Level,Flesch_Kincaid_Reading_Ease_Score,Spache_Score,New_Dale_Chall_Score,Reading_Time,Speaking_Time,PEA1,PEA2,PEA3,PEA4,PEA5,PEA6,PEA7,PEA8,PEA9,PEA10,PEA11,PEA12,total_score,number_of_cites_Google_Scholar,journal,year,Country,num_authors,num_institutions,funding,cochrane_affiliation,funding_academic,funding_industry,funding_non_pharma_companies,conflict_of_interest,conflict_of_interest_authors,countries_authors,page_count,log_page_count,class_of_study,metaanalysis_included,economic_analysis_included,journal_PRISMA_endorsement,abstract_format,abstract_word_count,journal,year,Total cites,journal_impact_factor,Impact factor without,5 year Impact factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-Life,Eigenfacto Score,Article Influence Score,% Articles in Citable Items,Normalized Eigenfactor,Average JIF Percentile,Q/D
290,10753146,290,HIGH,7,moderate_quality,HighRisk_HighQuality,15.5,18.9,18.3,16.9,16.8,17.3,19,5.5,8.7,78,140,1,1,0,0,0,1,1,1,0,1,0,0,6,132,British Medical Journal,2000,United Kingdom,4,3,funding,no,0,1,0,3,75,1,5,2.32,RCTs,Yes,No,yes,8-headings,309,British Medical Journal,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,25402246,146,HIGH,8,moderate_quality,HighRisk_HighQuality,13.1,16.7,16.1,15.5,14.8,15.2,34.9,5.2,8.1,165,297,1,0,0,0,0,1,0,1,0,1,0,0,4,2,Cadernos de saude publica,2013,Brazil,8,1,UNK,no,0,0,0,0,0,1,15,3.91,RCTs,Yes,No,no,free,169,Cadernos de saude publica,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,22466949,215,HIGH,5,moderate_quality,HighRisk_HighQuality,12.8,17.2,17.1,15.1,14,15.2,29.9,5,7.9,80,144,1,1,1,1,1,1,1,1,0,1,0,0,9,15,CHINESE JOURNAL OF INTEGRATIVE MEDICINE�,2012,China,5,3,funding,no,1,0,0,,0,1,8,3,RCTs,Yes,No,no,IMRAD ,280,CHINESE JOURNAL OF INTEGRATIVE MEDICINE�,2012,514,1.059,0.95,1.032,0.168,131,3,7.3,0.00102,0.143,88.55,NA,43.182,Q3
44,26413149,44,LOW,7,moderate_quality,LowRisk_HighQuality,7.7,13.2,12.1,12.9,9.8,11.1,66.2,4.7,9.5,78,141,1,1,0,1,1,1,1,1,0,1,0,0,8,1,Chinese Medicine (United Kingdom),2015,United Kingdom,8,5,funding,no,1,0,0,0,0,1,14,3.81,RCTs,Yes,No,yes,IMRAD ,340,Chinese Medicine (United Kingdom),2015,546,1.58,1.52,NA,0.184,38,4.9,7,0.00134,NA,84.21,0.15279,440.32,Q2
111,25039593,111,HIGH,9,high_quality,HighRisk_HighQuality,12.1,15.9,13.4,15.2,12.5,13.8,41.4,5.4,7.6,80,144,1,1,0,0,1,1,1,1,0,1,0,0,7,10,Clinical and Experimental Dermatology,2014,United Kingdom,9,3,funding,no,1,0,0,0,0,1,16,4,RCTs,Yes,No,no,IMRAD ,319,Clinical and Experimental Dermatology,2014,3930,1.234,1.195,1.337,0.202,173,8.2,8.6,0.00716,0.389,94.22,0.78876,33.607,Q3
3,27300248,3,LOW,8,moderate_quality,LowRisk_HighQuality,9.1,15.1,13.8,14.3,13.4,13.1,65.3,5.4,10.1,58,105,1,1,1,1,0,0,1,1,0,1,0,0,7,0,Clinical Reviews in Allergy and Immunology,2016,United States,4,3,funding,no,1,0,0,0,0,1,8,3,RCTs,Yes,No,no,free,273,Clinical Reviews in Allergy and Immunology,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,26915340,21,LOW,11,high_quality,LowRisk_HighQuality,10.9,16.6,14.5,15.1,13.7,14.2,51,4.7,8.5,235,424,0,1,1,1,1,1,1,1,0,1,0,0,8,2,Cochrane Database of Systematic Reviews,2016,United Kingdom,7,4,funding,yes,1,0,0,6,85,3,260,8.02,RCTs,Yes,No,yes,8-headings,989,Cochrane Database of Systematic Reviews,2016,47899,6.103,5.748,6.665,0.94,755,4.8,10,0.15836,2.46,0.13,18.05,92.581,D1
321,26598969,321,LOW,11,high_quality,LowRisk_HighQuality,13.5,17,14.4,16.2,14.9,15.2,38.2,5.6,8.2,196,353,1,0,1,1,1,1,1,1,1,1,0,0,8,7,Cochrane Database of Systematic Reviews,2016,United Kingdom,5,6,No funding,yes,0,0,0,0,0,2,37,5.21,RCTs,No,No,no,8-headings,780,Cochrane Database of Systematic Reviews,2016,47899,6.103,5.748,6.665,0.94,755,4.8,10,0.15836,2.46,0.13,18.05,92.581,D1
323,10796842,323,LOW,7,moderate_quality,LowRisk_HighQuality,15.6,16.6,18.6,15.7,15.2,16.3,10.1,5.2,9,92,167,1,0,1,1,1,0,1,0,1,1,0,0,6,69,Cochrane Database of Systematic Reviews,2015,United Kingdom,4,3,No funding,yes,0,0,0,0,0,1,13,3.7,RCTs,No,No,yes,8-headings,353,Cochrane Database of Systematic Reviews,2015,,6.013,,,,,,,,,,,,
324,26258748,324,LOW,11,high_quality,LowRisk_HighQuality,12.1,16.7,15.1,15.5,14.2,14.7,42.7,4.9,8.5,216,372,1,0,1,1,1,1,1,1,1,1,0,0,8,13,Cochrane Database of Systematic Reviews,2015,United Kingdom,6,4,funding,yes,1,0,0,1,16,1,65,6.02,RCTs,No,No,yes,8-headings,836,Cochrane Database of Systematic Reviews,2015,,6.013,,,,,,,,,,,,
325,10796758,325,HIGH,9,high_quality,HighRisk_HighQuality,13.5,14.6,17.6,14.6,13.7,14.8,22.2,5.4,9.5,71,128,1,0,1,1,1,0,1,1,1,1,0,0,8,20,Cochrane Database of Systematic Reviews,2015,United Kingdom,4,3,No funding,yes,0,0,0,0,0,1,13,3.7,RCTs,No,No,yes,8-headings,274,Cochrane Database of Systematic Reviews,2015,,6.013,,,,,,,,,,,,
164,23543539,164,LOW,10,high_quality,LowRisk_HighQuality,14.6,18.9,16,16.4,14.2,16,22.2,5.5,7.9,76,136,0,1,1,1,1,1,1,1,0,1,0,0,8,103,Cochrane Database of Systematic Reviews,2013,United Kingdom,5,5,funding,yes,1,0,1,1,20,1,805,9.65,RCTs,Yes,No,yes,8-headings,796,Cochrane Database of Systematic Reviews,2013,,5.939,,,,,,,,,,,,
190,24151011,190,LOW,10,high_quality,LowRisk_HighQuality,12.5,17,13.4,15.5,13.6,14.4,42.5,5.8,7.5,44,80,0,1,1,1,1,1,1,1,1,1,0,0,9,27,Cochrane Database of Systematic Reviews,2013,United Kingdom,5,3,funding,yes,1,0,0,0,0,1,94,6.55,RCTs,Yes,No,yes,8-headings,713,Cochrane Database of Systematic Reviews,2013,,5.939,,,,,,,,,,,,
322,23440816,322,HIGH,11,high_quality,HighRisk_HighQuality,13.7,17.6,17.1,15.3,13.4,15.4,21,5.6,9,68,122,1,0,1,1,1,1,1,1,1,1,0,0,9,43,Cochrane Database of Systematic Reviews,2013,United Kingdom,7,4,funding,yes,1,0,0,19,,2,100,6.64,RCTs,No,No,yes,8-headings,649,Cochrane Database of Systematic Reviews,2013,,5.939,,,,,,,,,,,,
280,16437433,280,HIGH,10,high_quality,HighRisk_HighQuality,14.4,18.7,17.6,17,16.9,16.9,29.6,6.1,8.9,84,151,0,1,1,1,0,1,1,1,0,1,0,0,7,86,Cochrane Database of Systematic Reviews,2006,United Kingdom,5,4,funding,yes,1,0,0,1,20,1,55,5.78,RCTs,Yes,NA,yes,8-headings,414,Cochrane Database of Systematic Reviews,2006,,NA,,,,,,,,,,,,
240,21142838,240,HIGH,8,moderate_quality,HighRisk_HighQuality,12.4,15.3,14,14.5,13.4,13.9,41.1,5.6,9.5,93,168,1,1,1,0,0,1,0,1,0,1,0,0,6,15,Current Medical Research and Opinion,2011,United Kingdom,3,3,funding,no,0,1,0,3,100,2,18,4.17,RCTs,No,No,no,IMRAD ,317,Current Medical Research and Opinion,2011,5414,2.38,2.229,2.453,0.722,252,4.3,5.7,0.01957,0.698,82.14,NA,66.401,Q1
262,19657180,262,HIGH,7,moderate_quality,HighRisk_HighQuality,10.1,14.9,13.7,14.4,12.8,13.2,56,5.1,9.5,74,134,1,1,1,0,0,1,1,1,0,1,0,0,7,70,Dermatology,2009,Switzerland,6,3,funding,no,0,1,0,3,50,2,10,3.32,RCTs,Yes,No,no,IMRAD ,155,Dermatology,2009,4524,2.741,2.305,2.078,0.467,135,8.9,6.5,0.00705,0.491,99.26,NA,73.958,Q2
60,25604924,60,HIGH,3,low_quality,HighRisk_LowQuality,18,22.4,17.2,19.5,18.7,19.2,11.1,7.3,9.2,68,122,1,1,1,1,0,1,1,1,0,1,0,0,8,8,Dermatology and Therapy,2015,Germany,3,1,funding,no,0,1,0,0,0,1,18,4.17,RCTs & observational studies,No,No,no,IMRAD ,257,Dermatology and Therapy,2015,1398,1.268,1.215,1.657,0.197,76,6.3,7.1,0.00305,0.505,94.74,0.3474,27.049,Q3
283,12639460,283,HIGH,4,low_quality,HighRisk_LowQuality,14,18.6,16,16.8,15.7,16.2,32.7,5.2,8.9,108,194,1,1,0,1,0,1,0,1,0,1,0,0,6,74,Dermatology Online Journal,2003,United States,5,1,UNK,no,0,0,0,2,40,1,5,2.32,RCTs,No,No,no,free,191,Dermatology Online Journal,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,27838901,314,HIGH,8,moderate_quality,HighRisk_HighQuality,10.5,14.05,14.01,13.8,11.8,12.9,47.1,5.3,8.8,78,141,1,1,1,1,0,1,1,1,1,1,0,0,9,1,Drugs in R&D,2016,Brazil,4,4,No funding,no,0,0,0,1,25,1,23,4.52,,Yes,No,no,8-headings,333,"Drugs in R&D,",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,,127,HIGH,6,moderate_quality,HighRisk_HighQuality,10.2,15.1,10.2,14,11.8,12.3,62.9,4.9,8.9,103,186,0,1,0,1,1,0,0,1,0,1,0,0,5,4,European Journal of Integrative Medicine,2014,Germany,20,8,funding,no,1,0,0,0,0,1,12,3.58,RCTs & Srs,No,No,no,IMRAD ,215,European Journal of Integrative Medicine,2014,266,0.777,0.677,0.84,1.234,77,2.1,7.3,0.00051,0.159,77.92,0.05667,18.75,Q4
155,23983796,155,HIGH,7,moderate_quality,HighRisk_HighQuality,21.7,25.6,18.7,21.6,24.2,22.4,1,7.9,9.9,64,116,1,1,1,1,0,1,0,1,1,1,0,0,8,11,Evidence-based Complementary and Alternative Medicine,2013,United States,6,3,funding,no,1,0,1,0,0,2,15,3.91,observational studies,Yes,No,no,free,197,Evidence-based Complementary and Alternative Medicine,2013,4798,2.175,1.495,2.286,0.32,1293,2.1,7,0.00936,0.348,83.76,1.03123,75,Q2
191,22522793,191,HIGH,8,moderate_quality,HighRisk_HighQuality,18.9,22,17.2,19.2,19.1,19.3,6.3,7.1,10.3,84,152,1,1,1,0,0,1,0,1,0,1,0,0,6,15,Evidence-Based Medicine,2012,United Kingdom,5,3,UNK,no,0,0,0,0,0,1,6,2.58,RCTs,Yes,No,no,IMRAD ,251,Evidence-Based Medicine,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,26021960,75,LOW,5,moderate_quality,LowRisk_HighQuality,13.1,16.9,16,14.8,12.6,14.7,25.6,5.9,9,47,85,1,1,0,1,1,1,1,1,1,1,0,0,9,1,Forschende Komplementarmedizin (2006),2015,Switzerland,7,3,funding,no,1,0,0,,NA,2,8,3,RCTs,No,No,no,free,175,Forschende Komplementarmedizin (2006),2015,423,0.551,0.469,0.887,0.375,32,6.4,7.8,0.00066,0.213,84.38,0.07505,2.083,Q4
309,27039969,309,HIGH,8,moderate_quality,HighRisk_HighQuality,13,17.2,15.2,15.6,14.4,15.1,37.2,5.4,9.9,89,160,1,1,0,1,0,1,1,1,0,1,0,0,7,13,Gastroenterology,2016,USA,7,6,funding,no,1,0,0,4,57,2,12,3.58,,Yes,No,no,IMRAD ,330,Gastroenterology,2016,67726,18.187,17.419,15.417,4.494,241,8.1,5.9,0.13172,5.674,92.12,15.01,99.367,D1
83,26502807,83,LOW,10,high_quality,LowRisk_HighQuality,13,16.3,15.5,14.8,12.8,14.5,29.6,4.8,7.4,148,266,1,1,1,1,0,1,1,1,1,1,1,1,11,1,Health Technology Assessment,2015,United Kingdom,5,1,funding,no,1,0,0,0,0,1,202,7.66,RCTs & economical studies,No,Yes,no,8-headings,558,Health Technology Assessment,2015,4819,4.058,3.89,5.012,0.657,102,8.2,8.4,0.0093,1.916,84.31,1.06013,90.341,Q1
273,NBK62330,273,LOW,10,high_quality,LowRisk_HighQuality,17.3,17.7,19.1,17.5,17.6,17.8,6.4,5.9,9.2,64,115,1,1,0,0,0,1,1,1,0,1,0,0,6,101,Health Technology Assessment,2006,United Kingdom,11,3,UNK,no,0,0,0,0,0,1,258,8.01,RCTs,Yes,Yes,no,IMRAD ,1035,Health Technology Assessment,2006,1893,5.29,4.83,NA,0.52,50,4.8,8,NA,NA,14,NA,97.368,D1
289,11207450,289,HIGH,7,moderate_quality,HighRisk_HighQuality,10.6,14.1,14.3,12.3,9.9,12.2,35.9,3.7,8.3,384,632,1,1,1,1,0,1,1,1,0,1,0,0,8,220,Health Technology Assessment ,2000,United States,5,3,funding,no,1,0,0,5,100,1,133,7.06,RCTs,Yes,No,yes,8-headings,1365,Health Technology Assessment ,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,26528924,22,HIGH,7,moderate_quality,HighRisk_HighQuality,9.7,14.9,14.3,13.7,11.9,12.9,52.6,5.2,8.6,45,81,1,1,0,1,0,0,1,1,0,1,0,0,6,1,Human Vaccines and Immunotherapeutics,2016,United States,3,1,funding,no,1,0,0,0,0,1,8,3,RCTs,Yes,No,no,IMRAD ,182,Human Vaccines and Immunotherapeutics,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,26055639,76,HIGH,6,moderate_quality,HighRisk_HighQuality,17.2,21.1,18.1,18,17.3,18.3,8.9,6.5,9.4,33,60,0,1,0,0,0,1,0,1,0,1,0,0,4,6,Immunotherapy,2015,United Kingdom,5,2,,no,0,0,0,0,0,1,15,3.91,RCTs,No,No,no,free,123,Immunotherapy,2015,1087,2.083,1.995,2.063,0.33,88,3.5,5.7,0.00416,0.596,29.55,0.47435,25.497,Q3
18,26924402,18,HIGH,7,moderate_quality,HighRisk_HighQuality,17.1,19.4,20.2,16.8,16.7,18,0.6,5.4,8.8,56,97,1,1,1,1,0,1,0,1,1,1,0,0,8,1,"Indian Journal of Dermatology, Venereology and Leprology",2016,India,5,1,funding,no,1,0,0,0,0,1,19,4.25,RCTs & observational studies,No,No,no,free,195,"Indian Journal of Dermatology, Venereology and Leprology",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,25208594,119,HIGH,8,moderate_quality,HighRisk_HighQuality,14.2,15.9,15.9,15.3,14.3,15.1,25.9,6.1,8.2,67,121,1,1,0,1,0,1,1,1,1,1,0,0,8,11,International Journal of Dermatology,2014,United Kingdom,7,3,funding,no,1,0,0,0,0,2,14,3.81,RCTs,No,No,no,free,247,International Journal of Dermatology,2014,5927,1.415,1.333,1.542,0.282,298,9.3,9.4,0.00842,0.458,89.93,0.95995,41.803,Q3
47,25920774,47,LOW,7,moderate_quality,LowRisk_HighQuality,12.8,17,15.1,15.5,13.3,14.7,34.3,5.5,9,64,116,1,1,1,1,0,1,1,1,0,1,0,0,8,10,International Journal of Obesity,2015,United Kingdom,2,3,UNK,no,0,0,0,0,0,2,6,2.58,RCTs,Yes,No,no,IMRAD ,261,International Journal of Obesity,2015,20220,5.337,5.154,5.453,1.172,244,8.7,6.8,0.03311,1.96,91.8,3.77403,89.984,Q1
230,21862748,230,LOW,10,high_quality,LowRisk_HighQuality,9,13.6,14.8,12.2,10.3,12,47.9,5.2,9.6,38,69,1,1,1,1,0,1,1,1,0,1,0,0,8,168,JAMA - Journal of the American Medical Association,2011,United States,14,more10,No funding,no,0,0,0,14,100,1,8,3,RCTs,Yes,No,yes,IMRAD ,364,JAMA - Journal of the American Medical Association,2011,117668,30.026,29.368,29.684,6.927,220,8.8,5,0.28566,13.111,90,NA,98.387,D1
113,25188393,113,HIGH,8,moderate_quality,HighRisk_HighQuality,14,19,17.8,16.4,14.5,16.3,21.6,5.8,9.5,64,115,1,1,1,1,1,1,1,1,1,1,0,0,10,10,JAMA Dermatology,2014,United States,5,4,UNK,no,0,0,0,1,20,1,8,3,RCTs,No,No,yes,IMRAD ,256,JAMA Dermatology,2014,701,4.426,3.984,4.426,0.846,130,1.4,6.9,0.00304,1.482,96.15,0.34006,92.857,D1
154,23797343,154,HIGH,10,high_quality,HighRisk_HighQuality,14.6,17.5,16.9,16.4,16.5,16.4,28.5,5.2,8.6,198,356,1,1,1,1,0,1,1,1,0,1,0,0,8,60,JAMA Internal Medicine,2013,United States,3,1,funding,no,0,0,1,2,66,1,13,3.7,RCTs & observational studies,Yes,No,yes,8-headings,410,JAMA Internal Medicine,2013,745,NA,0,NA,4.268,164,0.5,5.7,0.00002,NA,95.73,0,0.321,Q4
19,26919330,19,LOW,10,high_quality,LowRisk_HighQuality,15.7,18.5,14.7,16.8,15.6,16.3,23.9,6.2,9.2,68,122,1,1,1,1,0,1,0,1,0,1,0,0,7,0,Journal of Alternative and Complementary Medicine,2016,United States,8,2,funding,no,1,0,0,0,0,2,15,3.91,RCTs,Yes,No,no,IMRAD ,259,Journal of Alternative and Complementary Medicine,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,23442134,187,HIGH,1,low_quality,HighRisk_LowQuality,15.8,20,18.8,17.3,16.1,17.6,12.1,5.6,8.6,68,122,0,1,1,0,0,1,0,1,0,1,0,0,5,30,Journal of Clinical Pharmacy and Therapeutics,2013,United Kingdom,4,4,UNK,no,0,0,0,,NA,1,10,3.32,RCTs,No,No,no,IMRAD ,341,Journal of Clinical Pharmacy and Therapeutics,2013,1756,2.104,2.024,1.905,0.465,129,6.3,7.3,0.00366,0.51,90.7,NA,46.552,Q3
15,26917347,15,HIGH,3,low_quality,HighRisk_LowQuality,14.4,17.9,16.3,16.1,14.3,15.8,22.5,6.1,8.1,55,99,0,1,0,0,0,1,1,1,0,1,0,0,5,1,Journal of Cutaneous Medicine and Surgery,2016,United States,6,3,funding,no,1,0,0,0,0,1,6,2.58,,No,No,no,free,200,Journal of Cutaneous Medicine and Surgery,2016,,1.191,,,,,,,,,,,,
116,25348757,116,HIGH,6,moderate_quality,HighRisk_HighQuality,12.4,13.9,16.7,14.1,13.3,14.1,31.1,5.7,9.9,37,67,1,1,0,1,0,1,0,1,0,1,0,0,6,1,Journal of Cutaneous Medicine and Surgery,2014,Germany,3,1,UNK,no,0,0,0,3,100,1,8,3,RCTs,Yes,No,no,IMRAD ,153,Journal of Cutaneous Medicine and Surgery,2014,623,0.935,0.91,0.92,0.143,63,7.1,8.7,0.00118,0.27,80.95,0.13195,24.603,Q4
9,27151546,9,HIGH,8,moderate_quality,HighRisk_HighQuality,15.8,19.4,19.3,17.2,17.1,17.8,14,6.1,8.4,53,96,1,1,1,1,1,1,1,1,0,1,0,0,9,0,Journal of Dermatological Treatment,2016,Sweden,5,4,UNK,no,0,0,0,0,0,1,9,3.17,observational studies,No,No,no,IMRAD ,199,Journal of Dermatological Treatment,2016,1413,1.857,1.709,1.642,0.358,106,6.3,7.8,0.00321,0.547,81.13,0.36557,58.197,Q2
319,27786594,319,HIGH,5,moderate_quality,HighRisk_HighQuality,16.4,19.6,17.7,17.8,19.3,18.2,23.4,6.9,8.4,55,99,1,1,0,1,0,1,0,1,0,1,0,0,6,2,Journal of Dermatological Treatment,2016,Denmark,5,5,No funding,no,0,0,0,0,0,1,10,3.32,RCTSs & observational studies,No,No,no,IMRAD ,218,Journal of Dermatological Treatment,2016,1413,1.857,1.709,1.642,0.358,106,6.3,7.8,0.00321,0.547,81.13,0.36557,58.197,Q2
170,22812568,170,HIGH,2,low_quality,HighRisk_LowQuality,11.8,15.5,14.6,14.1,11.4,13.5,34.9,5.6,8.4,50,91,0,1,1,0,0,1,0,1,1,1,0,0,6,14,Journal of Dermatological Treatment,2013,United Kingdom,4,4,funding,no,0,1,0,4,100,2,14,3.81,RCTs,No,No,no,free,196,Journal of Dermatological Treatment,2013,1096,1.764,1.645,1.483,0.663,83,6.2,8,0.00224,0.416,78.31,0.24685,56.557,Q2
221,20923370,221,HIGH,7,moderate_quality,HighRisk_HighQuality,14.8,18.4,15.9,16.2,14.7,16,23.3,5.7,7.2,35,64,1,1,1,1,0,1,0,1,0,1,0,0,7,15,Journal of Dermatological Treatment,2011,United Kingdom,7,4,funding,no,1,0,0,0,0,1,14,3.81,RCTs,Yes,No,no,IMRAD ,184,Journal of Dermatological Treatment,2011,847,1.234,1.218,1.394,0.214,56,5.6,7.7,0.00221,0.371,91.07,NA,42.241,Q3
203,23909714,203,HIGH,8,moderate_quality,HighRisk_HighQuality,13.8,17.6,16.8,15.5,13.4,15.4,21,5.7,9,67,121,1,1,1,1,1,1,1,1,1,1,0,0,10,16,Journal of Dermatology,2012,United Kingdom,5,2,funding,no,1,0,0,0,0,2,14,3.81,RCTs,Yes,No,no,free,264,Journal of Dermatology,2012,,1.577,,,,,,,,,,,,
303,22568495,303,HIGH,3,low_quality,HighRisk_LowQuality,9.6,14.2,15.2,14.1,12.9,13.2,55.4,5.3,9.5,65,117,0,1,1,1,0,0,0,1,1,1,0,0,6,20,Journal of Dermatology,2012,United Kingdom,3,1,No funding,no,0,0,0,0,0,1,4,2,observational studies,Yes,No,no,IMRAD ,292,Journal of Dermatology,2012,,1.577,,,,,,,,,,,,
317,27085754,317,LOW,9,high_quality,LowRisk_HighQuality,12.7,18.2,16.7,15.9,13.9,15.5,31.9,5.1,9,58,104,1,1,0,0,0,1,1,1,1,1,0,0,7,10,Journal of Investigative Dermatology,2016,United States,14,13,funding,no,1,0,0,5,35,1,8,3,,Yes,No,no,free,231,Journal of Investigative Dermatology,2016,25788,6.915,6.42,6.475,1.551,294,9,6.9,0.04311,2.199,94.56,4.91,99.18,D1
65,26046458,65,LOW,10,high_quality,LowRisk_HighQuality,10.8,15.5,16.7,13.9,12.5,13.9,38.4,5,9,53,96,1,1,0,0,1,1,1,1,0,1,0,0,7,17,Journal of Investigative Dermatology,2015,United Kingdom,4,1,funding,no,0,0,1,1,25,1,8,3,RCTs,Yes,No,no,free,209,Journal of Investigative Dermatology,2015,25788,6.915,6.42,6.475,1.551,294,9,6.9,0.04311,2.199,94.56,4.91336,99.18,D1
